województwo;gmina;TERYT gminy;podano;liczba uprawnionych;liczba wydanych kart
dolnośląskie;m. Bolesławiec;"=""020101""";21;30475;10060
dolnośląskie;gm. Bolesławiec;"=""020102""";11;11034;778
dolnośląskie;gm. Gromadka;"=""020103""";4;4574;2100
dolnośląskie;gm. Nowogrodziec;"=""020104""";11;11992;6600
dolnośląskie;gm. Osiecznica;"=""020105""";7;5491;2919
dolnośląskie;gm. Warta Bolesławiecka;"=""020106""";6;6989;4655
dolnośląskie;m. Bielawa;"=""020201""";21;25354;4823
dolnośląskie;m. Dzierżoniów;"=""020202""";21;27737;9097
dolnośląskie;m. Pieszyce;"=""020203""";7;7672;1828
dolnośląskie;m. Piława Górna;"=""020204""";3;5338;1000
dolnośląskie;gm. Dzierżoniów;"=""020205""";12;7724;4688
dolnośląskie;gm. Łagiewniki;"=""020206""";6;6111;2916
dolnośląskie;gm. Niemcza;"=""020207""";6;4769;711
dolnośląskie;m. Głogów;"=""020301""";35;54159;16115
dolnośląskie;gm. Głogów;"=""020302""";4;9297;3300
dolnośląskie;gm. Jerzmanowa;"=""020303""";4;3590;2950
dolnośląskie;gm. Kotla;"=""020304""";5;3614;450
dolnośląskie;gm. Pęcław;"=""020305""";2;1788;1100
dolnośląskie;gm. Żukowice;"=""020306""";2;2799;360
dolnośląskie;gm. Góra;"=""020401""";13;16339;4165
dolnośląskie;gm. Jemielno;"=""020402""";3;2505;502
dolnośląskie;gm. Niechlów;"=""020403""";4;3973;3180
dolnośląskie;gm. Wąsosz;"=""020404""";5;5941;1459
dolnośląskie;m. Jawor;"=""020501""";12;19311;7040
dolnośląskie;gm. Bolków;"=""020502""";11;8694;1021
dolnośląskie;gm. Męcinka;"=""020503""";4;3350;520
dolnośląskie;gm. Mściwojów;"=""020504""";3;3316;750
dolnośląskie;gm. Paszowice;"=""020505""";2;3230;731
dolnośląskie;gm. Wądroże Wielkie;"=""020506""";2;3221;923
dolnośląskie;m. Karpacz;"=""020601""";5;4190;717
dolnośląskie;m. Kowary;"=""020602""";7;8943;3402
dolnośląskie;m. Piechowice;"=""020603""";4;5292;1868
dolnośląskie;m. Szklarska Poręba;"=""020604""";6;5474;4090
dolnośląskie;gm. Janowice Wielkie;"=""020605""";4;3453;417
dolnośląskie;gm. Jeżów Sudecki;"=""020606""";4;5705;260
dolnośląskie;gm. Mysłakowice;"=""020607""";7;8278;1096
dolnośląskie;gm. Podgórzyn;"=""020608""";6;5699;1596
dolnośląskie;gm. Stara Kamienica;"=""020609""";4;3765;2560
dolnośląskie;m. Kamienna Góra;"=""020701""";10;16363;2960
dolnośląskie;gm. Kamienna Góra;"=""020702""";7;7078;2200
dolnośląskie;gm. Lubawka;"=""020703""";7;9264;5500
dolnośląskie;gm. Marciszów;"=""020704""";7;3778;2890
dolnośląskie;m. Duszniki-Zdrój;"=""020801""";4;4021;1549
dolnośląskie;m. Kłodzko;"=""020802""";21;22308;13456
dolnośląskie;m. Kudowa-Zdrój;"=""020803""";7;8331;1648
dolnośląskie;m. Nowa Ruda;"=""020804""";16;19184;2903
dolnośląskie;m. Polanica-Zdrój;"=""020805""";3;5572;1906
dolnośląskie;gm. Bystrzyca Kłodzka;"=""020806""";16;15875;1110
dolnośląskie;gm. Kłodzko;"=""020807""";15;14030;5209
dolnośląskie;gm. Lądek-Zdrój;"=""020808""";7;7084;3352
dolnośląskie;gm. Lewin Kłodzki;"=""020809""";2;1629;300
dolnośląskie;gm. Międzylesie;"=""020810""";9;5986;1400
dolnośląskie;gm. Nowa Ruda;"=""020811""";15;9660;4831
dolnośląskie;gm. Radków;"=""020812""";7;7324;1428
dolnośląskie;gm. Stronie Śląskie;"=""020813""";6;6093;2073
dolnośląskie;gm. Szczytna;"=""020814""";6;5961;594
dolnośląskie;m. Chojnów;"=""020901""";6;11120;2848
dolnośląskie;gm. Chojnów;"=""020902""";8;7682;4900
dolnośląskie;gm. Krotoszyce;"=""020903""";3;2562;1355
dolnośląskie;gm. Kunice;"=""020904""";5;4990;2981
dolnośląskie;gm. Legnickie Pole;"=""020905""";5;3752;1250
dolnośląskie;gm. Miłkowice;"=""020906""";8;5199;1210
dolnośląskie;gm. Prochowice;"=""020907""";6;6066;1610
dolnośląskie;gm. Ruja;"=""020908""";2;2071;939
dolnośląskie;m. Lubań;"=""021001""";13;17818;6846
dolnośląskie;m. Świeradów-Zdrój;"=""021002""";4;3558;625
dolnośląskie;gm. Leśna;"=""021003""";8;8251;3201
dolnośląskie;gm. Lubań;"=""021004""";8;5260;2199
dolnośląskie;gm. Olszyna;"=""021005""";4;5393;3300
dolnośląskie;gm. Platerówka;"=""021006""";2;1329;615
dolnośląskie;gm. Siekierczyn;"=""021007""";3;3695;2050
dolnośląskie;m. Lubin;"=""021101""";46;59548;16009
dolnośląskie;gm. Lubin;"=""021102""";11;11761;4377
dolnośląskie;gm. Rudna;"=""021103""";7;6179;2161
dolnośląskie;gm. Ścinawa;"=""021104""";8;8176;3218
dolnośląskie;gm. Gryfów Śląski;"=""021201""";6;8552;5774
dolnośląskie;gm. Lubomierz;"=""021202""";6;4888;3410
dolnośląskie;gm. Lwówek Śląski;"=""021203""";13;14309;2842
dolnośląskie;gm. Mirsk;"=""021204""";5;7067;2650
dolnośląskie;gm. Wleń;"=""021205""";4;3570;1680
dolnośląskie;gm. Cieszków;"=""021301""";3;3743;1400
dolnośląskie;gm. Krośnice;"=""021302""";4;6423;1360
dolnośląskie;gm. Milicz;"=""021303""";21;19394;5410
dolnośląskie;m. Oleśnica;"=""021401""";21;30116;12081
dolnośląskie;gm. Bierutów;"=""021402""";7;8238;1700
dolnośląskie;gm. Dobroszyce;"=""021403""";3;5164;289
dolnośląskie;gm. Dziadowa Kłoda;"=""021404""";3;3654;450
dolnośląskie;gm. Międzybórz;"=""021405""";4;4012;2885
dolnośląskie;gm. Oleśnica;"=""021406""";8;10014;5291
dolnośląskie;gm. Syców;"=""021407""";9;13363;2430
dolnośląskie;gm. Twardogóra;"=""021408""";6;10480;1052
dolnośląskie;m. Oława;"=""021501""";17;25732;6200
dolnośląskie;gm. Domaniów;"=""021502""";6;4162;1004
dolnośląskie;gm. Jelcz-Laskowice;"=""021503""";13;18187;1045
dolnośląskie;gm. Oława;"=""021504""";12;11839;2362
dolnośląskie;gm. Chocianów;"=""021601""";11;10396;3464
dolnośląskie;gm. Gaworzyce;"=""021602""";4;4487;1700
dolnośląskie;gm. Grębocice;"=""021603""";4;4196;1162
dolnośląskie;gm. Polkowice;"=""021604""";16;21086;4582
dolnośląskie;gm. Przemków;"=""021605""";7;7015;1886
dolnośląskie;gm. Radwanice;"=""021606""";3;3738;588
dolnośląskie;gm. Borów;"=""021701""";3;4340;1740
dolnośląskie;gm. Kondratowice;"=""021702""";5;3696;753
dolnośląskie;gm. Przeworno;"=""021703""";6;4100;2500
dolnośląskie;gm. Strzelin;"=""021704""";14;17764;5519
dolnośląskie;gm. Wiązów;"=""021705""";5;6006;3049
dolnośląskie;gm. Kostomłoty;"=""021801""";4;5400;1257
dolnośląskie;gm. Malczyce;"=""021802""";4;4808;2250
dolnośląskie;gm. Miękinia;"=""021803""";8;10730;6071
dolnośląskie;gm. Środa Śląska;"=""021804""";9;14581;2636
dolnośląskie;gm. Udanin;"=""021805""";4;4466;1141
dolnośląskie;m. Świdnica;"=""021901""";23;47298;9396
dolnośląskie;m. Świebodzice;"=""021902""";21;20211;3952
dolnośląskie;gm. Dobromierz;"=""021903""";5;4353;3300
dolnośląskie;gm. Jaworzyna Śląska;"=""021904""";7;8978;1935
dolnośląskie;gm. Marcinowice;"=""021905""";8;5217;3400
dolnośląskie;gm. Strzegom;"=""021906""";25;21583;11965
dolnośląskie;gm. Świdnica;"=""021907""";10;13464;4692
dolnośląskie;gm. Żarów;"=""021908""";10;10199;1789
dolnośląskie;gm. Oborniki Śląskie;"=""022001""";12;15631;5697
dolnośląskie;gm. Prusice;"=""022002""";5;7547;3250
dolnośląskie;gm. Trzebnica;"=""022003""";16;18434;1837
dolnośląskie;gm. Wisznia Mała;"=""022004""";4;7811;400
dolnośląskie;gm. Zawonia;"=""022005""";3;6000;600
dolnośląskie;gm. Żmigród;"=""022006""";9;11874;1710
dolnośląskie;m. Boguszów-Gorce;"=""022101""";9;13011;3785
dolnośląskie;m. Jedlina-Zdrój;"=""022102""";5;3954;3800
dolnośląskie;m. Szczawno-Zdrój;"=""022103""";5;4831;670
dolnośląskie;gm. Czarny Bór;"=""022104""";5;3905;1005
dolnośląskie;gm. Głuszyca;"=""022105""";6;7417;440
dolnośląskie;gm. Mieroszów;"=""022106""";8;5613;1751
dolnośląskie;gm. Stare Bogaczowice;"=""022107""";6;3417;678
dolnośląskie;gm. Walim;"=""022108""";5;4748;1200
dolnośląskie;gm. Brzeg Dolny;"=""022201""";11;13114;1175
dolnośląskie;gm. Wińsko;"=""022202""";7;7004;5950
dolnośląskie;gm. Wołów;"=""022203""";13;18401;16900
dolnośląskie;gm. Czernica;"=""022301""";7;10259;814
dolnośląskie;gm. Długołęka;"=""022302""";19;21619;7581
dolnośląskie;gm. Jordanów Śląski;"=""022303""";2;1890;364
dolnośląskie;gm. Kąty Wrocławskie;"=""022304""";11;16908;2622
dolnośląskie;gm. Kobierzyce;"=""022305""";12;13739;3171
dolnośląskie;gm. Mietków;"=""022306""";3;3147;158
dolnośląskie;gm. Sobótka;"=""022307""";6;10346;6164
dolnośląskie;gm. Siechnice;"=""022308""";17;14744;6232
dolnośląskie;gm. Żórawina;"=""022309""";7;7944;3052
dolnośląskie;gm. Bardo;"=""022401""";4;4423;1900
dolnośląskie;gm. Ciepłowody;"=""022402""";3;2517;1072
dolnośląskie;gm. Kamieniec Ząbkowicki;"=""022403""";10;6931;540
dolnośląskie;gm. Stoszowice;"=""022404""";5;4514;922
dolnośląskie;gm. Ząbkowice Śląskie;"=""022405""";21;18269;9850
dolnośląskie;gm. Ziębice;"=""022406""";19;14021;950
dolnośląskie;gm. Złoty Stok;"=""022407""";7;3869;1459
dolnośląskie;m. Zawidów;"=""022501""";2;3481;520
dolnośląskie;m. Zgorzelec;"=""022502""";21;25974;10500
dolnośląskie;gm. Bogatynia;"=""022503""";21;19341;12152
dolnośląskie;gm. Pieńsk;"=""022504""";10;7385;4552
dolnośląskie;gm. Sulików;"=""022505""";5;4913;4400
dolnośląskie;gm. Węgliniec;"=""022506""";8;7040;2317
dolnośląskie;gm. Zgorzelec;"=""022507""";15;6766;6100
dolnośląskie;m. Wojcieszów;"=""022601""";3;3093;993
dolnośląskie;m. Złotoryja;"=""022602""";9;13027;3356
dolnośląskie;gm. Pielgrzymka;"=""022603""";7;3759;1053
dolnośląskie;gm. Świerzawa;"=""022604""";9;6247;4102
dolnośląskie;gm. Zagrodno;"=""022605""";6;4480;263
dolnośląskie;gm. Złotoryja;"=""022606""";7;5719;1709
dolnośląskie;m. Jelenia Góra;"=""026101""";41;65798;30818
dolnośląskie;m. Legnica;"=""026201""";47;79776;33440
dolnośląskie;m. Wrocław;"=""026401""";281;487097;243960
dolnośląskie;m. Wałbrzych;"=""026501""";66;92630;24233
kujawsko-pomorskie;m. Aleksandrów Kujawski;"=""040101""";8;9722;1940
kujawsko-pomorskie;m. Ciechocinek;"=""040102""";7;8755;4503
kujawsko-pomorskie;m. Nieszawa;"=""040103""";3;1636;292
kujawsko-pomorskie;gm. Aleksandrów Kujawski;"=""040104""";9;9053;3468
kujawsko-pomorskie;gm. Bądkowo;"=""040105""";4;3569;1100
kujawsko-pomorskie;gm. Koneck;"=""040106""";5;2709;1600
kujawsko-pomorskie;gm. Raciążek;"=""040107""";4;2424;385
kujawsko-pomorskie;gm. Waganiec;"=""040108""";7;3661;2324
kujawsko-pomorskie;gm. Zakrzewo;"=""040109""";4;2849;2320
kujawsko-pomorskie;m. Brodnica;"=""040201""";15;21242;10619
kujawsko-pomorskie;gm. Bobrowo;"=""040202""";6;5070;2047
kujawsko-pomorskie;gm. Brodnica;"=""040203""";6;6064;2895
kujawsko-pomorskie;gm. Brzozie;"=""040204""";4;2934;1672
kujawsko-pomorskie;gm. Górzno;"=""040205""";5;3178;1624
kujawsko-pomorskie;gm. Bartniczka;"=""040206""";4;3687;1843
kujawsko-pomorskie;gm. Jabłonowo Pomorskie;"=""040207""";6;7241;3022
kujawsko-pomorskie;gm. Osiek;"=""040208""";3;3241;1763
kujawsko-pomorskie;gm. Świedziebnia;"=""040209""";5;4189;2109
kujawsko-pomorskie;gm. Zbiczno;"=""040210""";4;3864;2115
kujawsko-pomorskie;gm. Białe Błota;"=""040301""";15;14780;150
kujawsko-pomorskie;gm. Dąbrowa Chełmińska;"=""040302""";10;6103;2944
kujawsko-pomorskie;gm. Dobrcz;"=""040303""";9;8546;4316
kujawsko-pomorskie;gm. Koronowo;"=""040304""";21;18856;6630
kujawsko-pomorskie;gm. Nowa Wieś Wielka;"=""040305""";8;7535;2413
kujawsko-pomorskie;gm. Osielsko;"=""040306""";11;9475;1515
kujawsko-pomorskie;gm. Sicienko;"=""040307""";10;7593;2037
kujawsko-pomorskie;gm. Solec Kujawski;"=""040308""";12;12866;9671
kujawsko-pomorskie;m. Chełmno;"=""040401""";15;16167;7659
kujawsko-pomorskie;gm. Chełmno;"=""040402""";4;4453;2047
kujawsko-pomorskie;gm. Kijewo Królewskie;"=""040403""";5;3514;1645
kujawsko-pomorskie;gm. Lisewo;"=""040404""";4;4117;2445
kujawsko-pomorskie;gm. Papowo Biskupie;"=""040405""";5;3493;1771
kujawsko-pomorskie;gm. Stolno;"=""040406""";6;4286;1199
kujawsko-pomorskie;gm. Unisław;"=""040407""";5;5128;2058
kujawsko-pomorskie;m. Golub-Dobrzyń;"=""040501""";6;10684;5340
kujawsko-pomorskie;gm. Ciechocin;"=""040502""";4;3200;1600
kujawsko-pomorskie;gm. Golub-Dobrzyń;"=""040503""";5;6957;3474
kujawsko-pomorskie;gm. Kowalewo Pomorskie;"=""040504""";8;9217;4744
kujawsko-pomorskie;gm. Radomin;"=""040505""";4;2841;1314
kujawsko-pomorskie;gm. Zbójno;"=""040506""";4;3490;1410
kujawsko-pomorskie;gm. Grudziądz;"=""040601""";11;9397;4935
kujawsko-pomorskie;gm. Gruta;"=""040602""";7;5270;2482
kujawsko-pomorskie;gm. Łasin;"=""040603""";8;2232;1091
kujawsko-pomorskie;gm. Radzyń Chełmiński;"=""040604""";6;3819;1909
kujawsko-pomorskie;gm. Rogóźno;"=""040605""";4;3256;1505
kujawsko-pomorskie;gm. Świecie nad Osą;"=""040606""";5;3388;1643
kujawsko-pomorskie;m. Inowrocław;"=""040701""";45;59715;27958
kujawsko-pomorskie;gm. Dąbrowa Biskupia;"=""040702""";6;4141;2803
kujawsko-pomorskie;gm. Gniewkowo;"=""040703""";14;11541;1920
kujawsko-pomorskie;gm. Inowrocław;"=""040704""";11;9347;3855
kujawsko-pomorskie;gm. Janikowo;"=""040705""";9;10922;1665
kujawsko-pomorskie;gm. Kruszwica;"=""040706""";22;15914;2200
kujawsko-pomorskie;gm. Pakość;"=""040707""";11;7988;6387
kujawsko-pomorskie;gm. Rojewo;"=""040708""";7;3745;780
kujawsko-pomorskie;gm. Złotniki Kujawskie;"=""040709""";10;5000;1000
kujawsko-pomorskie;m. Lipno;"=""040801""";9;11479;5455
kujawsko-pomorskie;gm. Bobrowniki;"=""040802""";5;2463;840
kujawsko-pomorskie;gm. Chrostkowo;"=""040803""";4;2416;1700
kujawsko-pomorskie;gm. Dobrzyń nad Wisłą;"=""040804""";10;6371;4150
kujawsko-pomorskie;gm. Kikół;"=""040805""";6;5738;1413
kujawsko-pomorskie;gm. Lipno;"=""040806""";9;9029;6502
kujawsko-pomorskie;gm. Skępe;"=""040807""";8;6095;766
kujawsko-pomorskie;gm. Tłuchowo;"=""040808""";5;3682;1855
kujawsko-pomorskie;gm. Wielgie;"=""040809""";10;5253;3073
kujawsko-pomorskie;gm. Dąbrowa;"=""040901""";6;3737;2690
kujawsko-pomorskie;gm. Jeziora Wielkie;"=""040902""";6;3946;1374
kujawsko-pomorskie;gm. Mogilno;"=""040903""";21;20157;13556
kujawsko-pomorskie;gm. Strzelno;"=""040904""";10;9351;4049
kujawsko-pomorskie;gm. Kcynia;"=""041001""";13;10754;6026
kujawsko-pomorskie;gm. Mrocza;"=""041002""";11;7218;2210
kujawsko-pomorskie;gm. Nakło nad Notecią;"=""041003""";22;25883;10876
kujawsko-pomorskie;gm. Sadki;"=""041004""";10;5741;655
kujawsko-pomorskie;gm. Szubin;"=""041005""";21;18817;7776
kujawsko-pomorskie;m. Radziejów;"=""041101""";5;4697;3250
kujawsko-pomorskie;gm. Bytoń;"=""041102""";5;3069;1304
kujawsko-pomorskie;gm. Dobre;"=""041103""";6;4537;2280
kujawsko-pomorskie;gm. Osięciny;"=""041104""";8;6541;1693
kujawsko-pomorskie;gm. Piotrków Kujawski;"=""041105""";11;7657;2413
kujawsko-pomorskie;gm. Radziejów;"=""041106""";7;3671;1840
kujawsko-pomorskie;gm. Topólka;"=""041107""";7;4030;1647
kujawsko-pomorskie;m. Rypin;"=""041201""";15;13219;3094
kujawsko-pomorskie;gm. Brzuze;"=""041202""";4;4278;1200
kujawsko-pomorskie;gm. Rogowo;"=""041203""";6;3895;475
kujawsko-pomorskie;gm. Rypin;"=""041204""";6;5818;2080
kujawsko-pomorskie;gm. Skrwilno;"=""041205""";6;4877;1170
kujawsko-pomorskie;gm. Wąpielsk;"=""041206""";6;3312;1571
kujawsko-pomorskie;gm. Kamień Krajeński;"=""041301""";7;5925;4551
kujawsko-pomorskie;gm. Sępólno Krajeńskie;"=""041302""";15;12767;5213
kujawsko-pomorskie;gm. Sośno;"=""041303""";5;4063;3038
kujawsko-pomorskie;gm. Więcbork;"=""041304""";12;10574;3913
kujawsko-pomorskie;gm. Bukowiec;"=""041401""";6;4023;2502
kujawsko-pomorskie;gm. Dragacz;"=""041402""";8;5734;1732
kujawsko-pomorskie;gm. Drzycim;"=""041403""";7;4207;2152
kujawsko-pomorskie;gm. Jeżewo;"=""041404""";6;6302;4450
kujawsko-pomorskie;gm. Lniano;"=""041405""";5;3328;1443
kujawsko-pomorskie;gm. Nowe;"=""041406""";10;8394;1000
kujawsko-pomorskie;gm. Osie;"=""041407""";5;4345;800
kujawsko-pomorskie;gm. Pruszcz;"=""041408""";8;7541;3700
kujawsko-pomorskie;gm. Świecie;"=""041409""";21;26224;12263
kujawsko-pomorskie;gm. Świekatowo;"=""041410""";6;2810;678
kujawsko-pomorskie;gm. Warlubie;"=""041411""";6;5069;700
kujawsko-pomorskie;m. Chełmża;"=""041501""";7;11504;5724
kujawsko-pomorskie;gm. Chełmża;"=""041502""";8;7679;3623
kujawsko-pomorskie;gm. Czernikowo;"=""041503""";6;6985;3224
kujawsko-pomorskie;gm. Lubicz;"=""041504""";14;14607;4640
kujawsko-pomorskie;gm. Łubianka;"=""041505""";5;5231;2475
kujawsko-pomorskie;gm. Łysomice;"=""041506""";5;7443;2499
kujawsko-pomorskie;gm. Obrowo;"=""041507""";7;11441;4313
kujawsko-pomorskie;gm. Wielka Nieszawka;"=""041508""";5;3741;1050
kujawsko-pomorskie;gm. Zławieś Wielka;"=""041509""";6;10144;6442
kujawsko-pomorskie;gm. Cekcyn;"=""041601""";6;5293;1284
kujawsko-pomorskie;gm. Gostycyn;"=""041602""";6;4179;1558
kujawsko-pomorskie;gm. Kęsowo;"=""041603""";6;3553;2354
kujawsko-pomorskie;gm. Lubiewo;"=""041604""";7;4665;968
kujawsko-pomorskie;gm. Śliwice;"=""041605""";6;4360;2173
kujawsko-pomorskie;gm. Tuchola;"=""041606""";18;16008;9134
kujawsko-pomorskie;m. Wąbrzeźno;"=""041701""";10;11658;5914
kujawsko-pomorskie;gm. Dębowa Łąka;"=""041702""";3;2570;1508
kujawsko-pomorskie;gm. Książki;"=""041703""";4;3399;1554
kujawsko-pomorskie;gm. Płużnica;"=""041704""";4;3930;2222
kujawsko-pomorskie;gm. Wąbrzeźno;"=""041705""";7;6880;3648
kujawsko-pomorskie;m. Kowal;"=""041801""";3;2899;600
kujawsko-pomorskie;gm. Baruchowo;"=""041802""";4;3073;370
kujawsko-pomorskie;gm. Boniewo;"=""041803""";5;2816;800
kujawsko-pomorskie;gm. Brześć Kujawski;"=""041804""";9;9157;1684
kujawsko-pomorskie;gm. Choceń;"=""041805""";8;6546;2800
kujawsko-pomorskie;gm. Chodecz;"=""041806""";7;5116;2130
kujawsko-pomorskie;gm. Fabianki;"=""041807""";5;7742;1549
kujawsko-pomorskie;gm. Izbica Kujawska;"=""041808""";6;6227;1775
kujawsko-pomorskie;gm. Kowal;"=""041809""";4;3204;420
kujawsko-pomorskie;gm. Lubanie;"=""041810""";5;3764;1640
kujawsko-pomorskie;gm. Lubień Kujawski;"=""041811""";9;6081;2050
kujawsko-pomorskie;gm. Lubraniec;"=""041812""";7;8141;3212
kujawsko-pomorskie;gm. Włocławek;"=""041813""";6;5695;3980
kujawsko-pomorskie;gm. Barcin;"=""041901""";15;11710;3177
kujawsko-pomorskie;gm. Gąsawa;"=""041902""";6;4267;3400
kujawsko-pomorskie;gm. Janowiec Wielkopolski;"=""041903""";13;7382;3020
kujawsko-pomorskie;gm. Łabiszyn;"=""041904""";13;7815;2427
kujawsko-pomorskie;gm. Rogowo;"=""041905""";7;5476;1545
kujawsko-pomorskie;gm. Żnin;"=""041906""";21;19707;4625
kujawsko-pomorskie;m. Bydgoszcz;"=""046101""";189;269479;91454
kujawsko-pomorskie;m. Grudziądz;"=""046201""";49;71586;27003
kujawsko-pomorskie;m. Toruń;"=""046301""";111;155008;76739
kujawsko-pomorskie;m. Włocławek;"=""046401""";63;89921;38599
lubelskie;m. Międzyrzec Podlaski;"=""060101""";10;13692;3610
lubelskie;m. Terespol;"=""060102""";3;4715;2450
lubelskie;gm. Biała Podlaska;"=""060103""";15;10845;5500
lubelskie;gm. Drelów;"=""060104""";5;4441;2835
lubelskie;gm. Janów Podlaski;"=""060105""";5;4337;1250
lubelskie;gm. Kodeń;"=""060106""";5;2985;215
lubelskie;gm. Konstantynów;"=""060107""";4;3252;1500
lubelskie;gm. Leśna Podlaska;"=""060108""";4;3495;2800
lubelskie;gm. Łomazy;"=""060109""";7;4321;1510
lubelskie;gm. Międzyrzec Podlaski;"=""060110""";12;8248;3001
lubelskie;gm. Piszczac;"=""060111""";6;5998;1740
lubelskie;gm. Rokitno;"=""060112""";5;2538;1800
lubelskie;gm. Rossosz;"=""060113""";3;1961;600
lubelskie;gm. Sławatycze;"=""060114""";3;2049;511
lubelskie;gm. Sosnówka;"=""060115""";3;2196;420
lubelskie;gm. Terespol;"=""060116""";9;5423;1199
lubelskie;gm. Tuczna;"=""060117""";3;2705;1000
lubelskie;gm. Wisznice;"=""060118""";5;4229;1228
lubelskie;gm. Zalesie;"=""060119""";5;3604;994
lubelskie;m. Biłgoraj;"=""060201""";13;21840;9231
lubelskie;gm. Aleksandrów;"=""060202""";4;2574;1165
lubelskie;gm. Biłgoraj;"=""060203""";14;10418;7620
lubelskie;gm. Biszcza;"=""060204""";4;3189;1900
lubelskie;gm. Frampol;"=""060205""";9;5246;1220
lubelskie;gm. Goraj;"=""060206""";5;3547;1951
lubelskie;gm. Józefów;"=""060207""";8;5907;807
lubelskie;gm. Księżpol;"=""060208""";5;5557;2770
lubelskie;gm. Łukowa;"=""060209""";3;3571;1958
lubelskie;gm. Obsza;"=""060210""";4;3507;2400
lubelskie;gm. Potok Górny;"=""060211""";4;5007;1780
lubelskie;gm. Tarnogród;"=""060212""";8;5581;1680
lubelskie;gm. Tereszpol;"=""060213""";4;3264;1900
lubelskie;gm. Turobin;"=""060214""";10;5547;3503
lubelskie;m. Rejowiec Fabryczny;"=""060301""";3;3722;2590
lubelskie;gm. Białopole;"=""060302""";3;2582;375
lubelskie;gm. Chełm;"=""060303""";18;11258;3283
lubelskie;gm. Dorohusk;"=""060304""";7;5480;5000
lubelskie;gm. Dubienka;"=""060305""";3;2106;910
lubelskie;gm. Kamień;"=""060306""";5;3329;730
lubelskie;gm. Leśniowice;"=""060307""";5;3159;543
lubelskie;gm. Rejowiec Fabryczny;"=""060308""";4;3617;1550
lubelskie;gm. Ruda-Huta;"=""060309""";5;3767;688
lubelskie;gm. Sawin;"=""060310""";6;4744;578
lubelskie;gm. Siedliszcze;"=""060311""";10;5603;542
lubelskie;gm. Wierzbica;"=""060312""";7;4335;1883
lubelskie;gm. Wojsławice;"=""060313""";5;3329;2500
lubelskie;gm. Żmudź;"=""060314""";3;2698;832
lubelskie;gm. Rejowiec;"=""060315""";7;5397;2090
lubelskie;m. Hrubieszów;"=""060401""";13;15164;4188
lubelskie;gm. Dołhobyczów;"=""060402""";8;4911;1359
lubelskie;gm. Horodło;"=""060403""";5;4491;983
lubelskie;gm. Hrubieszów;"=""060404""";12;8547;3387
lubelskie;gm. Mircze;"=""060405""";10;6244;3316
lubelskie;gm. Trzeszczany;"=""060406""";3;3686;1600
lubelskie;gm. Uchanie;"=""060407""";5;4074;1348
lubelskie;gm. Werbkowice;"=""060408""";10;8194;3791
lubelskie;gm. Batorz;"=""060501""";4;2794;1297
lubelskie;gm. Chrzanów;"=""060502""";4;2487;1070
lubelskie;gm. Dzwola;"=""060503""";5;5371;500
lubelskie;gm. Godziszów;"=""060504""";5;4862;4000
lubelskie;gm. Janów Lubelski;"=""060505""";9;13344;4350
lubelskie;gm. Modliborzyce;"=""060506""";6;5906;2345
lubelskie;gm. Potok Wielki;"=""060507""";3;3916;553
lubelskie;m. Krasnystaw;"=""060601""";15;16067;5515
lubelskie;gm. Fajsławice;"=""060602""";6;3943;1710
lubelskie;gm. Gorzków;"=""060603""";8;3151;1250
lubelskie;gm. Izbica;"=""060604""";9;7086;5700
lubelskie;gm. Krasnystaw;"=""060605""";17;7071;2776
lubelskie;gm. Kraśniczyn;"=""060606""";9;3225;2058
lubelskie;gm. Łopiennik Górny;"=""060607""";4;3446;850
lubelskie;gm. Rudnik;"=""060609""";5;2726;2195
lubelskie;gm. Siennica Różana;"=""060610""";5;3491;1300
lubelskie;gm. Żółkiewka;"=""060611""";8;4873;1868
lubelskie;m. Kraśnik;"=""060701""";21;29117;10969
lubelskie;gm. Annopol;"=""060702""";10;7308;3600
lubelskie;gm. Dzierzkowice;"=""060703""";6;4380;2500
lubelskie;gm. Gościeradów;"=""060704""";8;5963;1300
lubelskie;gm. Kraśnik;"=""060705""";5;6176;2880
lubelskie;gm. Szastarka;"=""060706""";5;4939;655
lubelskie;gm. Trzydnik Duży;"=""060707""";10;5419;1233
lubelskie;gm. Urzędów;"=""060708""";8;6882;2700
lubelskie;gm. Wilkołaz;"=""060709""";4;4398;1592
lubelskie;gm. Zakrzówek;"=""060710""";6;5528;1380
lubelskie;m. Lubartów;"=""060801""";11;18358;5372
lubelskie;gm. Abramów;"=""060802""";7;3439;319
lubelskie;gm. Firlej;"=""060803""";8;4774;1159
lubelskie;gm. Jeziorzany;"=""060804""";3;2372;420
lubelskie;gm. Kamionka;"=""060805""";9;5142;1633
lubelskie;gm. Kock;"=""060806""";7;5293;2600
lubelskie;gm. Lubartów;"=""060807""";12;8725;2809
lubelskie;gm. Michów;"=""060808""";6;5092;2290
lubelskie;gm. Niedźwiada;"=""060809""";6;5124;1207
lubelskie;gm. Ostrów Lubelski;"=""060810""";5;4395;795
lubelskie;gm. Ostrówek;"=""060811""";6;3197;1370
lubelskie;gm. Serniki;"=""060812""";5;3971;665
lubelskie;gm. Uścimów;"=""060813""";4;2691;1080
lubelskie;gm. Bełżyce;"=""060901""";11;10833;2010
lubelskie;gm. Borzechów;"=""060902""";6;3188;1300
lubelskie;gm. Bychawa;"=""060903""";15;9713;1500
lubelskie;gm. Garbów;"=""060904""";10;7155;2466
